"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","created2"
"73","RT @Guatevision_tv: #ClimaGT | Cierre de carretera hacia El Salvador. @scpmuni  recomienda rutas alternas.
#TráficoGT https://t.co/sGAcG18D…",FALSE,0,NA,2019-10-16 16:58:26,FALSE,NA,"1184513944519614464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Katheriine_Eu",8,TRUE,FALSE,NA,NA,2019-10-16 10:58:26
"74","RT @Guatevision_tv: #ClimaGT | Cierre de carretera hacia El Salvador. @scpmuni  recomienda rutas alternas.
#TráficoGT https://t.co/sGAcG18D…",FALSE,0,NA,2019-10-16 16:54:42,FALSE,NA,"1184513006278975489",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","salvadt",8,TRUE,FALSE,NA,NA,2019-10-16 10:54:42
"75","RT @prensa_libre: #ClimaGT | @scpmuni informa que cerrarán la carretera hacia El Salvador, y recomienda rutas alternas.
#TráficoGT 
<U+25BA> https…",FALSE,0,NA,2019-10-16 16:54:10,FALSE,NA,"1184512870165471232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mar1oxz5",6,TRUE,FALSE,NA,NA,2019-10-16 10:54:10
"76","RT @prensa_libre: #ClimaGT | @scpmuni informa que cerrarán la carretera hacia El Salvador, y recomienda rutas alternas.
#TráficoGT 
<U+25BA> https…",FALSE,0,NA,2019-10-16 16:53:41,FALSE,NA,"1184512750988550144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","martchester",6,TRUE,FALSE,NA,NA,2019-10-16 10:53:41
"77","RT @avec_tats: Y hoy cómo en todas las quincenas. #TraficoGT #Guatemala https://t.co/eFEEZW452a",FALSE,0,NA,2019-10-16 16:53:13,FALSE,NA,"1184512632021229569",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lmancarm",99,TRUE,FALSE,NA,NA,2019-10-16 10:53:13
"78","RT @EmisorasUnidas: #EULluvias <U+0001F327> Derrumbe en calzada La Paz genera #TráficoGT lento en el sector.
Vía @SRamos_PN https://t.co/v9hL6LJUuy",FALSE,0,NA,2019-10-16 16:53:03,FALSE,NA,"1184512591726551043",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mk_cycle",8,TRUE,FALSE,NA,NA,2019-10-16 10:53:03
"79","RT @Martalidiagt: Estimado @amilcarmontejo yo sé que mucho molesto pero de verdad le suplico tomar acciones con el tiempo del ""semáforo hum…",FALSE,0,NA,2019-10-16 16:50:55,FALSE,NA,"1184512052695617536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","todoporlafamily",1,TRUE,FALSE,NA,NA,2019-10-16 10:50:55
"80","RT @Guatevision_tv: #ClimaGT | Cierre de carretera hacia El Salvador. @scpmuni  recomienda rutas alternas.
#TráficoGT https://t.co/sGAcG18D…",FALSE,0,NA,2019-10-16 16:49:12,FALSE,NA,"1184511623773319168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","josemanuel_mc",8,TRUE,FALSE,NA,NA,2019-10-16 10:49:12
"81","Mientras tanto en zona 10 y 14... 
<U+0001F327><U+FE0F><U+2614>

#ClimaGT #LluviaGT #TraficoGT https://t.co/cyh4x7GErv",FALSE,8,NA,2019-10-16 16:48:38,FALSE,NA,"1184511478986170373",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarSer88",0,FALSE,FALSE,NA,NA,2019-10-16 10:48:38
"82","RT @desastresgt: Km. 12 Carretera a El Salvador en dirección a Oriente, a partir de las 11 horas se realizará cierre total para cortar árbo…",FALSE,0,NA,2019-10-16 16:48:05,FALSE,NA,"1184511342289543168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NandoSportsNews",1,TRUE,FALSE,NA,NA,2019-10-16 10:48:05
"83","RT @Brodriguez001: –Pregunta Seria–
Para estas lluvias...  <U+0001F327><U+FE0F><U+0001F632>
#TráficoGT
#Invierno #Lluvia #Guatemala",FALSE,0,NA,2019-10-16 16:47:41,FALSE,NA,"1184511239969476616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","todoporlafamily",1,TRUE,FALSE,NA,NA,2019-10-16 10:47:41
"84","RT @prensa_libre: #ClimaGT | @scpmuni informa que cerrarán la carretera hacia El Salvador, y recomienda rutas alternas.
#TráficoGT 
<U+25BA> https…",FALSE,0,NA,2019-10-16 16:47:17,FALSE,NA,"1184511140698693638",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Allhamia",6,TRUE,FALSE,NA,NA,2019-10-16 10:47:17
